iteration,rtt_ms
474,0.842821
475,0.820151
476,0.802720
477,0.776541
478,0.774500
479,0.783620
480,0.787270
481,0.790391
482,0.769130
483,0.770440
484,0.801411
485,0.786580
486,0.755420
487,0.753380
488,0.791301
489,0.774950
490,0.805541
491,0.756380
492,0.770340
493,0.773961
494,0.760920
495,0.755910
496,0.778760
497,0.832131
498,0.808631
499,0.794511
500,0.767640
501,0.777031
502,0.813360
503,0.764401
504,0.814370
505,0.757911
506,0.793550
507,0.756300
508,0.787241
509,0.757910
510,0.754890
511,0.790700
512,0.771441
513,0.824141
514,0.790530
515,0.779211
516,0.761690
517,0.805531
518,0.802980
519,0.780001
520,0.792740
521,0.769921
522,0.799580
523,0.762300
524,0.778341
525,0.784550
526,0.781851
527,0.798620
528,0.769061
529,0.766110
530,0.773750
531,0.794541
532,0.809111
533,0.792650
534,0.786871
535,0.771290
536,0.807531
537,0.753160
538,0.778890
539,0.792911
540,0.781580
541,0.779361
542,0.760140
543,0.778740
544,0.788511
545,0.807710
546,0.774201
547,0.761320
548,0.796720
549,0.780101
550,0.792570
551,0.768381
552,0.830531
553,0.791000
554,0.806091
555,0.792511
556,0.773360
557,0.777690
558,0.822541
559,0.762881
560,0.804580
561,0.755660
562,0.778741
563,0.768460
564,0.794721
565,0.793400
566,0.779621
567,0.790720
568,0.798671
569,0.779750
570,0.752970
571,0.765400
572,0.768501
573,0.794040
574,0.788431
575,0.779630
576,0.823041
577,0.795491
578,0.791940
579,0.769141
580,0.765080
581,0.820981
582,0.787190
583,0.795651
584,0.767830
585,0.778830
586,0.805991
587,0.760130
588,0.769471
589,0.770400
590,0.799451
591,0.773410
592,0.796351
593,0.773210
594,0.759260
595,0.786240
596,0.787200
597,0.805141
598,0.803120
599,0.802171
600,0.809221
601,0.818791
602,0.833801
603,0.800101
604,0.784740
605,0.816321
606,0.836301
607,0.795551
608,0.816691
609,0.790500
610,0.782871
611,0.789410
612,0.788001
613,0.789380
614,0.799641
615,0.773240
616,0.841842
617,0.794530
618,0.786071
619,0.774860
620,0.779180
621,0.761971
622,0.812120
623,0.774691
624,0.781240
625,0.750320
626,0.781961
627,0.786110
628,0.777290
629,0.784611
630,0.803441
631,0.769500
632,0.750630
633,0.779870
634,0.832701
635,0.790611
636,0.822391
637,0.762070
638,0.768650
639,0.752980
640,0.792521
641,0.762210
642,0.772740
643,0.810411
644,0.795971
645,0.769790
646,0.774510
647,0.780991
648,0.730230
649,0.715139
650,0.696939
651,0.716370
652,0.722170
653,0.704419
654,0.718620
655,0.688939
656,0.695579
657,0.690989
658,0.725590
659,0.713529
660,0.703790
661,0.721479
662,0.733000
663,0.720300
664,0.695739
665,0.706530
666,0.716269
667,0.707219
668,0.697510
669,0.713419
670,0.727750
671,0.720110
672,0.703729
673,0.723510
674,0.725999
675,0.702420
676,0.700509
677,0.699279
678,0.729600
679,0.705649
680,0.688960
681,0.693489
682,0.719179
683,0.708670
684,0.724850
685,0.701219
686,0.706669
687,0.725300
688,0.690869
689,0.716320
690,0.703509
691,0.702100
692,0.695589
693,0.708139
694,0.711610
695,0.700949
696,0.725480
697,0.712269
698,0.704390
699,0.747920
700,0.703439
701,0.707260
702,0.705729
703,0.716109
704,0.706180
705,0.700319
706,0.713820
707,0.701829
708,0.722640
709,0.717679
710,0.761640
711,0.739010
712,0.724190
713,0.716369
714,0.723030
715,0.725460
716,0.730370
717,0.714169
718,0.720960
719,0.705079
720,0.729770
721,0.741900
722,0.729249
723,0.620009
724,0.716809
725,0.708860
726,0.729739
727,0.706890
728,0.722479
729,0.719030
730,0.722530
731,0.707719
732,0.711560
733,0.702539
734,0.701649
735,0.704710
736,0.761230
737,0.700979
738,0.711720
739,0.712999
740,0.705810
741,0.709949
742,0.737420
743,0.716409
744,0.730190
745,0.692689
746,0.719690
747,0.718840
748,0.696799
749,0.727150
750,0.709119
751,0.722500
752,0.721029
753,0.725380
754,0.713019
755,0.702440
756,0.724009
757,0.703640
758,0.703169
759,0.696309
760,0.722030
761,0.706359
762,0.701570
763,0.720689
764,0.726620
765,0.700929
766,0.711700
767,0.710249
768,0.702960
769,0.706219
770,0.749170
771,0.729780
772,0.788071
773,0.719079
774,0.719310
775,0.705599
776,0.693099
777,0.715690
778,0.707249
779,0.664149
780,0.666059
781,0.655079
782,0.662789
783,1.109744
784,0.674779
785,0.702320
786,0.718919
787,0.700550
788,0.722379
789,0.686169
790,0.704410
791,0.694109
792,0.709000
793,0.715489
794,0.718690
795,0.726579
796,0.684169
797,0.724130
798,0.725830
799,0.716759
800,0.706260
801,0.696019
802,0.729970
803,0.706109
804,0.722960
805,0.701069
806,0.720120
807,0.720629
808,0.707670
809,0.749330
810,0.701899
811,0.611318
812,0.715520
813,0.700479
814,0.720190
815,0.707919
816,0.731510
817,0.709139
818,0.703020
819,0.716879
820,0.701760
821,0.702069
822,0.705309
823,0.735290
824,0.719240
825,0.698719
826,0.725490
827,0.696669
828,0.708580
829,0.692039
830,0.690329
831,0.705029
832,0.694470
833,0.700689
834,0.699429
835,0.694790
836,0.716199
837,0.743570
838,0.706969
839,0.707890
840,0.731300
841,0.715649
842,0.781671
843,0.778110
844,0.785681
845,0.792680
846,0.790771
847,0.769880
848,0.789390
849,0.820961
850,0.779141
851,0.787010
852,0.777731
853,0.779710
854,0.785251
855,0.770110
856,0.788420
857,0.784441
858,0.788920
859,0.774911
860,0.795320
861,0.776271
862,0.795570
863,0.768071
864,0.798610
865,0.798461
866,0.802831
867,0.771350
868,0.750420
869,0.797260
870,0.784741
871,0.764190
872,0.787301
873,0.786050
874,0.791901
875,0.764650
876,0.779960
877,0.824671
878,0.831981
879,0.805371
880,0.782101
881,0.780160
882,0.797021
883,0.771250
884,0.790470
885,0.768741
886,0.767230
887,0.775240
888,0.793461
889,0.770710
890,0.798501
891,0.804441
892,0.787210
893,0.793921
894,0.782720
895,0.791841
896,0.787150
897,0.821511
898,0.783191
899,0.755020
900,0.768550
901,0.780950
902,0.784961
903,0.782180
904,0.764131
905,0.793280
906,0.778360
907,0.684060
908,0.677439
909,0.703309
910,0.689649
911,0.673249
912,0.710520
913,0.692879
914,0.677499
915,0.701599
916,0.689569
917,0.683849
918,0.670829
919,0.680209
920,0.687519
921,0.684519
922,0.688949
923,0.621208
924,0.672069
925,0.681539
926,0.681979
927,0.681430
928,0.742460
929,0.762300
930,1.020703
931,0.807511
932,0.812921
933,0.724289
934,0.699700
935,0.592438
936,0.698999
937,0.683859
938,0.588118
939,0.574948
940,0.587538
941,0.555107
942,0.603348
943,0.571588
944,0.569727
945,0.594548
946,0.619998
947,0.633239
948,0.570737
949,0.571808
950,0.608848
951,0.571188
952,0.596918
953,0.586067
954,0.571617
955,0.581388
956,0.575268
957,0.589167
958,0.588008
959,0.589238
960,0.570978
961,0.553467
962,0.624428
963,0.593698
964,0.596378
965,0.570318
966,0.580648
967,0.582167
968,0.570388
969,0.588998
970,0.559927
971,0.694159
972,0.579697
973,0.574958
974,0.581198
975,0.551637
976,0.689449
977,0.574868
978,0.595188
979,0.553077
980,0.549028
981,0.633908
982,0.573908
983,0.567607
984,0.602398
985,0.578848
986,0.570088
987,0.591987
988,0.568308
989,0.597348
990,0.569558
991,0.619338
992,0.700429
993,0.578248
994,0.703749
995,0.570668
996,0.614968
997,0.573538
998,0.583368
999,0.577727
1000,0.697899
