iteration,rtt_ms
206,1.349848
207,1.340008
208,1.438660
209,1.461239
210,1.429030
211,1.407328
212,1.324968
213,1.304718
214,1.282607
215,1.320168
216,1.284037
217,28.061546
218,1.393008
219,1.394288
220,1.392649
221,1.399559
222,1.384488
223,1.390139
224,1.377808
225,1.434429
226,1.447709
227,1.741863
228,15.124193
229,1.394809
230,1.300237
231,1.610572
232,1.388728
233,1.354188
234,1.383498
235,1.283627
236,1.273527
237,1.304158
238,1.272257
239,1.233587
240,1.284637
241,1.251947
242,1.297117
243,1.282557
244,1.337078
245,1.330838
246,1.261377
247,1.262317
248,1.245266
249,1.218616
250,1.177856
251,1.214996
252,1.200716
253,1.209526
254,1.262017
255,1.197416
256,1.215677
257,1.410749
258,1.259866
259,0.966133
260,1.291188
261,28.547473
262,1.407999
263,1.347968
264,1.309037
265,0.975553
266,0.980963
267,1.293478
268,1.315007
269,1.315038
270,1.004773
271,1.305268
272,1.301157
273,16.789045
274,1.330668
275,1.304947
276,1.267357
277,1.270807
278,1.286798
279,1.343518
280,1.334898
281,1.289287
282,1.279997
283,1.266547
284,1.272767
285,1.332568
286,1.267447
287,1.259937
288,1.295717
289,1.312698
290,1.280807
291,1.327378
292,1.318468
293,1.313667
294,1.313898
295,1.320468
296,1.317907
297,1.278598
298,1.330957
299,1.277077
300,1.306058
301,1.295697
302,1.273968
303,1.265237
304,1.381638
305,1.285847
306,27.283406
307,1.486260
308,1.355368
309,1.479940
310,1.396829
311,1.577371
312,1.396079
313,1.400268
314,1.273837
315,1.261946
316,1.253477
317,15.918673
318,1.348679
319,1.483789
320,1.280298
321,1.263627
322,1.268577
323,1.283037
324,1.261577
325,1.236086
326,1.274067
327,1.262017
328,1.347808
329,1.388169
330,1.379119
331,1.387188
332,1.394759
333,1.416049
334,1.288957
335,1.273637
336,1.249417
337,1.254777
338,1.294117
339,1.294428
340,1.271047
341,1.275077
342,1.345338
343,1.656932
344,1.583151
345,1.338598
346,1.355608
347,1.337008
348,1.342078
349,29.266662
350,1.405949
351,1.334588
352,1.368469
353,1.309847
354,1.322958
355,1.382788
356,1.349118
357,1.381208
358,1.375699
359,1.451919
360,15.366666
361,1.524140
362,1.585862
363,1.390508
364,1.336038
365,1.400109
366,1.326768
367,1.424869
368,1.360888
369,1.328768
370,1.452929
371,1.332568
372,1.368509
373,1.493970
374,1.338038
375,1.360418
376,1.481670
377,1.332238
378,1.304647
379,1.263897
380,1.270597
381,1.318998
382,1.354848
383,1.282877
384,1.334538
385,1.261657
386,1.269337
387,1.271497
388,1.266797
389,1.252197
390,1.256407
391,1.424609
392,1.481990
393,27.012472
394,3.013580
395,1.355889
396,1.294597
397,0.965583
398,1.276227
399,1.301047
400,1.299568
401,1.280097
402,1.275087
403,16.983778
404,1.365848
405,1.362558
406,1.303798
407,1.318447
408,1.283118
409,1.274747
410,1.266557
411,1.352218
412,1.391139
413,1.412299
414,1.294767
415,1.320048
416,1.298447
417,1.282427
418,1.265687
419,1.300448
420,1.271447
421,1.329427
422,1.280967
423,1.268227
424,1.287747
425,1.286097
426,1.285487
427,1.276327
428,1.295097
429,1.311018
430,1.292997
431,1.037574
432,1.103045
433,1.381948
434,1.297858
435,1.401158
436,28.290449
437,1.411849
438,1.365618
439,1.286807
440,1.294888
441,0.981573
442,1.272617
443,1.264877
444,1.326387
445,1.357299
446,1.291027
447,1.315198
448,15.909423
449,1.316677
450,1.282628
451,1.321197
452,1.337108
453,1.294658
454,1.254576
455,1.243307
456,1.298437
457,1.282688
458,1.263097
459,1.259907
460,1.272467
461,1.234786
462,1.264377
463,1.264747
464,1.329158
465,1.088045
466,1.280237
467,1.254687
468,1.286917
469,1.239967
470,1.262837
471,1.325447
472,1.340128
473,1.309868
474,1.301507
475,1.318918
476,1.289737
477,0.982764
478,1.502870
479,1.332168
480,1.274287
481,28.790175
482,1.530181
483,1.443869
484,1.340818
485,1.306088
486,1.327188
487,1.324007
488,1.348528
489,1.315128
490,1.313778
491,1.435579
492,16.552102
493,1.538430
494,1.280118
495,1.284707
496,1.332768
497,1.314167
498,1.260947
499,1.337178
500,1.363728
501,1.350648
502,1.314387
503,1.254537
504,1.293638
505,1.311347
506,1.343568
507,1.270677
508,1.389039
509,1.326127
510,1.312408
511,1.367549
512,1.401078
513,1.393439
514,1.315238
515,1.286747
516,1.312498
517,1.318427
518,1.336168
519,1.282777
520,1.293708
521,1.340468
522,1.331058
523,1.042414
524,1.309347
525,27.650841
526,1.154925
527,1.073355
528,1.035853
529,1.027124
530,1.029064
531,1.057594
532,1.129655
533,1.383669
534,1.065874
535,1.339738
536,0.986763
537,17.328973
538,1.065614
539,1.090654
540,1.061105
541,1.053904
542,1.035104
543,1.045334
544,1.038114
545,1.314087
546,1.338138
547,1.016774
548,1.040114
549,1.073924
550,1.061715
551,1.345388
552,1.396918
553,1.390539
554,1.044044
555,1.061824
556,1.038654
557,1.048774
558,1.275607
559,0.988494
560,1.008143
561,1.177006
562,1.296417
563,1.291858
564,1.334558
565,1.449779
566,1.444709
567,1.380489
568,1.293057
569,33.808203
570,1.173866
571,1.211946
572,1.543611
573,1.444229
574,1.302918
575,1.305747
576,1.323898
577,1.392659
578,1.378368
579,1.330048
580,1.279347
581,14.929440
582,1.518491
583,1.826974
584,1.474430
585,1.278987
586,1.263407
587,1.400319
588,1.388628
589,1.400179
590,1.437839
591,1.439010
592,1.461309
593,1.484640
594,1.415059
595,1.348928
596,1.316108
597,1.336218
598,1.297527
599,1.280158
600,1.280807
601,1.322988
602,1.426299
603,1.339928
604,1.307107
605,1.327158
606,1.326718
607,1.278857
608,1.328158
609,1.277137
610,1.293587
611,1.390069
612,1.470310
613,28.045805
614,1.376148
615,1.391409
616,1.303507
617,1.284607
618,1.306998
619,1.330868
620,1.291207
621,1.315838
622,1.326907
623,1.285148
624,1.286147
625,14.682417
626,1.405648
627,1.387588
628,1.347698
629,1.297818
630,1.367718
631,1.338088
632,1.412779
633,1.445659
634,1.354218
635,1.301258
636,1.286897
637,1.324498
638,1.304757
639,1.305858
640,1.296897
641,1.333618
642,1.360668
643,1.348959
644,1.308857
645,1.467900
646,1.322148
647,1.310727
648,1.313318
649,1.331028
650,1.301247
651,1.350248
652,1.430269
653,1.418579
654,1.290288
655,1.274677
656,1.366728
657,28.924718
658,1.401688
659,1.299218
660,1.328078
661,1.307117
662,1.274397
663,1.284168
664,1.298197
665,1.288977
666,1.342818
667,1.298038
668,1.286127
669,15.412456
670,1.682882
671,1.625182
672,1.532321
673,1.483669
674,1.505151
675,1.472899
676,1.838615
677,1.524541
678,1.550600
679,1.503570
680,1.550221
681,1.599312
682,1.661312
683,1.563941
684,1.652532
685,1.674633
686,1.703112
687,1.775044
688,1.644172
689,1.594832
690,1.730543
691,1.499010
692,1.463920
693,1.438729
694,31.236869
695,1.617371
696,1.469230
697,1.436289
698,1.411869
699,1.421379
700,1.401349
701,1.513521
702,1.494190
703,1.480859
704,1.497231
705,1.535480
706,14.186760
707,1.393229
708,1.339538
709,1.311867
710,1.256447
711,1.245247
712,1.244857
713,1.323298
714,1.253346
715,1.241467
716,1.271217
717,1.307437
718,1.244487
719,1.234777
720,1.249287
721,1.257236
722,1.228497
723,1.241947
724,1.249726
725,1.259127
726,1.240307
727,1.266627
728,1.401669
729,1.249796
730,1.249917
731,1.225727
732,1.264267
733,1.266737
734,1.242376
735,1.229077
736,1.242246
737,1.280878
738,1.310907
739,1.276227
740,28.378240
741,1.332038
742,1.302788
743,1.289107
744,1.260587
745,1.301878
746,1.288357
747,1.270507
748,1.284307
749,1.300228
750,1.296127
751,1.271437
752,14.576265
753,1.518161
754,1.309727
755,1.302098
756,1.295497
757,1.283647
758,1.301348
759,1.262167
760,1.316357
761,1.388319
762,1.283127
763,1.298708
764,1.288307
765,1.484490
766,1.432719
767,1.421359
768,1.154446
769,1.414169
770,1.403708
771,1.388669
772,1.123925
773,1.152926
774,1.080144
775,1.407409
776,1.440369
777,1.093455
778,1.447309
779,1.446510
780,1.144785
781,1.077275
782,1.401228
783,31.095387
784,1.161996
785,1.365758
786,1.027974
787,1.370768
788,1.398139
789,1.052184
790,1.040624
791,1.316998
792,1.032513
793,1.359659
794,17.471204
795,1.440159
796,1.343358
797,1.372518
798,1.321168
799,1.374719
800,1.305817
801,1.348618
802,1.340818
803,1.318778
804,1.350498
805,1.344778
806,1.316288
807,1.319628
808,1.342238
809,1.455089
810,1.442849
811,1.537751
812,1.348748
813,1.333208
814,1.313468
815,1.329118
816,1.342467
817,1.342348
818,1.542020
819,1.416069
820,1.582221
821,1.632812
822,1.540991
823,1.441639
824,30.496069
825,1.592971
826,1.530251
827,1.502370
828,1.436099
829,1.286468
830,1.285147
831,1.257367
832,1.241526
833,1.263077
834,1.248537
835,1.248267
836,14.522494
837,1.390709
838,1.256527
839,1.263207
840,1.248226
841,1.291507
842,1.222496
843,1.271147
844,1.337048
845,1.390619
846,1.256907
847,1.278817
848,1.274377
849,1.283997
850,1.248647
851,1.245827
852,1.249476
853,1.240056
854,1.254897
855,1.271177
856,1.260657
857,1.308047
858,1.001393
859,1.296647
860,1.339708
861,1.268477
862,1.299688
863,1.616531
864,1.102155
865,1.084215
866,1.065394
867,1.033994
868,0.888692
869,0.895162
870,29.651437
871,1.144735
872,1.118534
873,1.170305
874,1.091045
875,1.057114
876,1.130025
877,1.066734
878,1.316808
879,1.103425
880,1.185186
881,1.117075
882,1.082064
883,15.721301
884,1.508160
885,1.151136
886,1.125165
887,1.087634
888,1.111835
889,1.157366
890,1.080654
891,1.070705
892,1.083744
893,1.031754
894,1.039664
895,1.171906
896,1.020343
897,1.234267
898,1.257477
899,1.269017
900,1.260267
901,1.228016
902,1.250887
903,1.251637
904,1.375058
905,1.586662
906,1.531960
907,1.339688
908,1.325158
909,1.284117
910,1.276387
911,1.404699
912,1.345578
913,1.326308
914,1.318618
915,1.275097
916,30.267205
917,1.362709
918,1.567711
919,1.274037
920,1.298557
921,1.228937
922,1.245906
923,1.275497
924,0.983244
925,1.266737
926,1.250996
927,1.252897
928,1.049444
929,14.983101
930,1.295957
931,1.277327
932,1.243466
933,1.237257
934,1.250367
935,1.253286
936,1.235626
937,1.245417
938,1.244486
939,1.245977
940,1.245737
941,1.249247
942,1.258117
943,1.293097
944,1.273847
945,1.276867
946,1.271047
947,1.245717
948,1.257907
949,1.237886
950,1.230877
951,1.260717
952,1.243086
953,1.254007
954,1.235617
955,1.239417
956,1.251216
957,1.254277
958,1.248487
959,1.238146
960,1.253287
961,1.257997
962,1.253657
963,1.271427
964,28.454181
965,1.317418
966,1.273707
967,1.285747
968,1.264157
969,1.250467
970,1.254757
971,1.259957
972,1.264587
973,1.257256
974,1.244866
975,16.467281
976,1.287377
977,1.263227
978,1.267847
979,1.434850
980,1.253766
981,1.238957
982,1.247037
983,1.333748
984,1.465559
985,1.433550
986,1.407118
987,1.389639
988,1.284767
989,1.262247
990,1.257857
991,1.299588
992,1.246886
993,1.275527
994,1.266657
995,1.272807
996,1.239207
997,1.233697
998,1.302317
999,1.299697
1000,1.303518
